,lnps-10-org-obj,lnps-10-nrm-obj,lnps-10-obj,lnps-10-diff,lnps-10-freq,lnps-30-org-obj,lnps-30-nrm-obj,lnps-30-obj,lnps-30-diff,lnps-30-freq,lnps-60-org-obj,lnps-60-nrm-obj,lnps-60-obj,lnps-60-diff,lnps-60-freq,mp-is-p-hi-org-obj,mp-is-p-hi-nrm-obj,mp-is-p-hi-obj,mp-is-p-hi-diff,mp-is-p-hi-freq,mp-is-p-low-org-obj,mp-is-p-low-nrm-obj,mp-is-p-low-obj,mp-is-p-low-diff,mp-is-p-low-freq,mp-is-p-mid-org-obj,mp-is-p-mid-nrm-obj,mp-is-p-mid-obj,mp-is-p-mid-diff,mp-is-p-mid-freq,mp-p-hi-org-obj,mp-p-hi-nrm-obj,mp-p-hi-obj,mp-p-hi-diff,mp-p-hi-freq,mp-p-low-org-obj,mp-p-low-nrm-obj,mp-p-low-obj,mp-p-low-diff,mp-p-low-freq,mp-p-mid-org-obj,mp-p-mid-nrm-obj,mp-p-mid-obj,mp-p-mid-diff,mp-p-mid-freq
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n50-d28-r0.10-rp2-fp2-s8,31 292 8455 591 23 6912 42,1.0 0.984251968503937 1.0 0.9967741935483871 1.0 0.9795918367346939 0.984251968503937,1109532.751214278,0.0,457.0,31 294 8449 592 23 6920 44,1.0 1.0 0.9909365558912386 1.0 1.0 1.0 1.0,1111020.3655589123,0.0,427,31 292 8455 591 23 6912 39,1.0 0.984251968503937 1.0 0.9967741935483871 1.0 0.9795918367346939 0.9606299212598425,1109532.7275922308,0.0,459,31 167 7889 291 11 6689 -80,1.0 0.0 0.14501510574018128 0.02903225806451613 0.0 0.4107142857142857 0.023622047244094488,1001483.3140803707,0.0,585,31 167 7875 290 11 6651 -81,1.0 0.0 0.12386706948640483 0.025806451612903226 0.0 0.3137755102040816 0.015748031496062992,1001267.6306496105,0.0,590,31 167 7823 289 11 6571 -83,1.0 0.0 0.045317220543806644 0.02258064516129032 0.0 0.1096938775510204 0.0,1000476.8497893749,0.0,600,30 171 7793 282 11 6528 -78,0.0 0.031496062992125984 0.0 0.0 0.0 0.0 0.03937007874015748,3149.645669291339,0.0,624,31 167 7824 289 11 6570 -81,1.0 0.0 0.04682779456193353 0.02258064516129032 0.0 0.10714285714285714 0.015748031496062992,1000491.9457673836,0.0,598,31 167 7822 288 11 6569 -83,1.0 0.0 0.04380664652567976 0.01935483870967742 0.0 0.10459183673469388 0.0,1000458.4672223338,0.0,604
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s5,0 0 1265 12704 0 4114 -103,0.0 0.0 0.0 0.8172131147540984 0.0 0.8636363636363636 0.2,826.0494783904621,0.0,93.0,0 0 1308 12905 0 4141 -108,0.0 0.0 0.5058823529411764 0.9819672131147541 0.0 1.0 0.0,6050.790742526519,0.0,80,0 0 1350 12927 0 4090 -107,0.0 0.0 1.0 1.0 0.0 0.7424242424242424 0.04,11007.464242424243,0.0,184,0 0 1280 11741 0 3951 -85,0.0 0.0 0.17647058823529413 0.027868852459016394 0.0 0.04040404040404041 0.92,1793.898775215998,0.0,322,0 0 1280 11783 0 3948 -86,0.0 0.0 0.17647058823529413 0.06229508196721312 0.0 0.025252525252525252 0.88,1828.1334895726795,0.0,313,0 0 1307 12095 0 3994 -91,0.0 0.0 0.49411764705882355 0.3180327868852459 0.0 0.25757575757575757 0.68,5262.465015049239,0.0,191,0 0 1280 11839 0 3959 -87,0.0 0.0 0.17647058823529413 0.10819672131147541 0.0 0.08080808080808081 0.84,1874.5506844724976,0.0,300,0 0 1280 11707 0 3943 -83,0.0 0.0 0.17647058823529413 0.0 0.0 0.0 1.0,1765.7058823529412,0.0,329,0 0 1280 11809 0 3959 -86,0.0 0.0 0.17647058823529413 0.08360655737704918 0.0 0.08080808080808081 0.88,1850.0005205380712,0.0,303
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n40-d28-r0.10-rp2-fp2-s1,16 5 2309 20045 0 7114 -242,1.0 0.0 0.0 0.779467680608365 0.0 0.0 0.0,1000779.4676806084,0.0,351.0,15 5 2402 19430 0 7128 -231,0.0 0.0 0.4492753623188406 0.0 0.0 0.06896551724137931 1.0,4494.44327836082,0.0,704,15 5 2413 19628 0 7155 -235,0.0 0.0 0.5024154589371981 0.2509505703422053 0.0 0.2019704433497537 0.6363636363636364,5277.761227784047,0.0,652,16 5 2516 20219 0 7317 -236,1.0 0.0 1.0 1.0 0.0 1.0 0.5454545454545454,1011010.5454545454,0.0,339,16 5 2516 20219 0 7317 -236,1.0 0.0 1.0 1.0 0.0 1.0 0.5454545454545454,1011010.5454545454,0.0,339,16 5 2516 20219 0 7317 -236,1.0 0.0 1.0 1.0 0.0 1.0 0.5454545454545454,1011010.5454545454,0.0,339,16 5 2516 20219 0 7317 -236,1.0 0.0 1.0 1.0 0.0 1.0 0.5454545454545454,1011010.5454545454,0.0,339,16 5 2516 20219 0 7317 -236,1.0 0.0 1.0 1.0 0.0 1.0 0.5454545454545454,1011010.5454545454,0.0,339,16 5 2516 20219 0 7317 -236,1.0 0.0 1.0 1.0 0.0 1.0 0.5454545454545454,1011010.5454545454,0.0,339
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s4,10 4 1414 13911 0 4296 -100,0.0 0.0 1.0 0.8571428571428571 0.0 1.0 0.13333333333333333,10867.27619047619,0.0,656.0,10 4 1414 13911 0 4296 -99,0.0 0.0 1.0 0.8571428571428571 0.0 1.0 0.2,10867.342857142858,0.0,655,10 4 1414 13961 0 4292 -102,0.0 0.0 1.0 1.0 0.0 0.9655172413793104 0.0,11009.655172413793,0.0,650,10 4 1365 13611 0 4180 -87,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.0,523,10 4 1365 13611 0 4180 -94,0.0 0.0 0.0 0.0 0.0 0.0 0.5333333333333333,0.5333333333333333,0.0,529,10 4 1368 13611 0 4190 -89,0.0 0.0 0.061224489795918366 0.0 0.0 0.08620689655172414 0.8666666666666667,613.9736335913675,0.0,507,10 4 1368 13611 0 4190 -89,0.0 0.0 0.061224489795918366 0.0 0.0 0.08620689655172414 0.8666666666666667,613.9736335913675,0.0,507,10 4 1365 13611 0 4180 -87,0.0 0.0 0.0 0.0 0.0 0.0 1.0,1.0,0.0,523,10 4 1368 13611 0 4190 -89,0.0 0.0 0.061224489795918366 0.0 0.0 0.08620689655172414 0.8666666666666667,613.9736335913675,0.0,507
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s5,0 0 68 516 3 564 4,0.0 0.0 0.78 1.0 1.0 0.8157894736842105 0.47058823529411764,8908.628482972135,0.0,2028.0,0 0 60 164 3 528 13,0.0 0.0 0.62 0.07611548556430446 1.0 0.6263157894736842 1.0,6383.378643459041,0.0,2145,0 0 70 516 3 599 2,0.0 0.0 0.82 1.0 1.0 1.0 0.35294117647058826,9310.35294117647,0.0,1972,0 0 79 164 2 409 3,0.0 0.0 1.0 0.07611548556430446 0.0 0.0 0.4117647058823529,10076.527250270186,0.0,1718,0 0 29 135 2 438 3,0.0 0.0 0.0 0.0 0.0 0.15263157894736842 0.4117647058823529,1.9380804953560373,0.0,1973,0 0 29 135 2 441 4,0.0 0.0 0.0 0.0 0.0 0.16842105263157894 0.47058823529411764,2.154798761609907,0.0,1969,0 0 30 138 2 409 -4,0.0 0.0 0.02 0.007874015748031496 0.0 0.0 0.0,207.8740157480315,0.0,1869,0 0 79 166 3 450 3,0.0 0.0 1.0 0.08136482939632546 1.0 0.21578947368421053 0.4117647058823529,10183.93448883905,0.0,1590,0 0 30 138 2 410 -4,0.0 0.0 0.02 0.007874015748031496 0.0 0.005263157894736842 0.0,207.92664732697887,0.0,1867
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s0,4 73 7 24 1 217 -8,1.0 0.0 0.6666666666666666 0.23684210526315788 0.0 0.43333333333333335 0.5555555555555556,1006908.3976608188,0.0,3245.0,4 73 7 30 1 219 -10,1.0 0.0 0.6666666666666666 0.39473684210526316 0.0 0.5 0.4444444444444444,1007066.8479532164,0.0,3199,4 73 7 25 2 220 -11,1.0 0.0 0.6666666666666666 0.2631578947368421 0.25 0.5333333333333333 0.3888888888888889,1006960.5467836257,0.0,3217,3 93 1 15 1 212 -16,0.5 0.6666666666666666 0.0 0.0 0.0 0.26666666666666666 0.1111111111111111,566669.4444444444,0.0,3003,3 93 1 15 1 204 -18,0.5 0.6666666666666666 0.0 0.0 0.0 0.0 0.0,566666.6666666666,0.0,3054,2 102 6 53 4 230 -2,0.0 0.9666666666666667 0.5555555555555556 1.0 0.75 0.8666666666666667 0.8888888888888888,103306.77777777778,0.0,3340,3 93 1 15 2 219 -13,0.5 0.6666666666666666 0.0 0.0 0.25 0.5 0.2777777777777778,566696.9444444444,0.0,2869,2 103 4 41 4 216 -6,0.0 1.0 0.3333333333333333 0.6842105263157895 0.75 0.4 0.6666666666666666,104097.21052631579,0.0,3127,2 102 10 44 5 234 0,0.0 0.9666666666666667 1.0 0.7631578947368421 1.0 1.0 1.0,107540.82456140351,0.0,3257
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n30-d28-r0.10-rp2-fp2-s9,26 281 2729 604 47 1669 50,0.0 0.8723404255319149 0.9905626134301271 1.0 1.0 0.9697256385998108 1.0,98250.36594387876,0.0,986.0,26 287 2754 534 41 1700 47,0.0 1.0 0.9996370235934664 0.8706099815157117 0.8536585365853658 0.9990539262062441 0.9784172661870504,110963.31502763716,0.0,914,26 287 2755 534 41 1701 47,0.0 1.0 1.0 0.8706099815157117 0.8536585365853658 1.0 0.9784172661870504,110966.95425244044,0.0,913,28 240 0 63 6 644 -89,1.0 0.0 0.0 0.0 0.0 0.0 0.0,1000000.0,0.0,703,28 240 0 64 6 644 -87,1.0 0.0 0.0 0.0018484288354898336 0.0 0.0 0.014388489208633094,1000001.8628173247,0.0,693,28 240 0 63 6 649 -88,1.0 0.0 0.0 0.0 0.0 0.004730368968779565 0.007194244604316547,1000000.0544979343,0.0,701,28 253 1 74 6 656 -83,1.0 0.2765957446808511 0.0003629764065335753 0.02033271719038817 0.0 0.011352885525070956 0.04316546762589928,1027683.6936436637,0.0,504,28 247 0 69 6 649 -85,1.0 0.14893617021276595 0.0 0.011090573012939002 0.0 0.004730368968779565 0.02877697841726619,1014904.7836749577,0.0,624,28 240 0 64 6 644 -89,1.0 0.0 0.0 0.0018484288354898336 0.0 0.0 0.0,1000001.8484288355,0.0,695
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s2,0 0 555 7661 0 2065 -48,0.0 0.0 0.0 1.0 0.0 0.792 0.0,1007.92,0.0,165.0,0 0 560 7346 1 1969 -27,0.0 0.0 0.10638297872340426 0.600253807106599 1.0 0.024 1.0,1765.3235943406416,0.0,607,0 0 565 7346 1 1966 -30,0.0 0.0 0.2127659574468085 0.600253807106599 1.0 0.0 0.8571428571428571,2828.770524431827,0.0,589,0 0 602 6899 0 2070 -35,0.0 0.0 1.0 0.03299492385786802 0.0 0.832 0.6190476190476191,10041.933971476916,0.0,508,0 0 602 6985 0 2070 -37,0.0 0.0 1.0 0.14213197969543148 0.0 0.832 0.5238095238095238,10150.975789219241,0.0,502,0 0 602 6873 0 2079 -35,0.0 0.0 1.0 0.0 0.0 0.904 0.6190476190476191,10009.659047619047,0.0,513,0 0 602 6873 0 2074 -36,0.0 0.0 1.0 0.0 0.0 0.864 0.5714285714285714,10009.211428571429,0.0,516,0 0 602 7061 0 2070 -38,0.0 0.0 1.0 0.23857868020304568 0.0 0.832 0.47619047619047616,10247.374870679236,0.0,487,0 0 602 7066 0 2091 -34,0.0 0.0 1.0 0.24492385786802032 0.0 1.0 0.6666666666666666,10255.590524534688,0.0,471
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n10-d28-r0.10-rp0-fp0-s4,9 98 10 27 4 269 -21,0.0 1.0 0.26666666666666666 0.5 0.8 0.2608695652173913 0.9230769230769231,103250.19843924191,0.0,3251.0,9 97 23 33 5 277 -20,0.0 0.9166666666666666 0.7 1.0 1.0 0.6086956521739131 1.0,99773.7536231884,0.0,3293,9 97 32 31 5 281 -20,0.0 0.9166666666666666 1.0 0.8333333333333334 1.0 0.782608695652174 1.0,102608.82608695651,0.0,3278,10 86 2 21 0 268 -27,1.0 0.0 0.0 0.0 0.0 0.21739130434782608 0.46153846153846156,1000002.635451505,0.0,3850,10 86 2 21 0 286 -28,1.0 0.0 0.0 0.0 0.0 1.0 0.38461538461538464,1000010.3846153846,0.0,3784,10 86 2 26 0 263 -33,1.0 0.0 0.0 0.4166666666666667 0.0 0.0 0.0,1000416.6666666666,0.0,3629,10 86 2 26 0 280 -29,1.0 0.0 0.0 0.4166666666666667 0.0 0.7391304347826086 0.3076923076923077,1000424.3656633222,0.0,3590,10 86 2 23 0 276 -31,1.0 0.0 0.0 0.16666666666666666 0.0 0.5652173913043478 0.15384615384615385,1000172.4726867336,0.0,3678,10 86 2 21 0 281 -26,1.0 0.0 0.0 0.0 0.0 0.782608695652174 0.5384615384615384,1000008.364548495,0.0,3797
resolved-p14d-c14d-paper/resolved-p14d-c14d-3600-2nd/nsp-n20-d28-r0.10-rp2-fp2-s4,1 2 561 7769 0 2015 -58,0.0 0.0 0.0 0.7540826128722382 0.0 0.0 0.0,754.0826128722382,0.0,817.0,6 2 609 7030 0 2058 -28,0.625 0.0 1.0 0.04418828049951969 0.0 0.6935483870967742 0.7894736842105263,635051.9132380547,0.0,828,6 2 603 6984 0 2036 -20,0.625 0.0 0.875 0.0 0.0 0.3387096774193548 1.0,633754.3870967742,0.0,893,9 2 594 7910 0 2073 -42,1.0 0.0 0.6875 0.8895292987512008 0.0 0.9354838709677419 0.42105263157894735,1007774.3051900924,0.0,737,9 2 594 7864 0 2070 -39,1.0 0.0 0.6875 0.8453410182516811 0.0 0.8870967741935484 0.5,1007729.7119859937,0.0,751,9 2 594 7910 0 2069 -39,1.0 0.0 0.6875 0.8895292987512008 0.0 0.8709677419354839 0.5,1007773.7389761705,0.0,739,9 2 594 8021 0 2060 -45,1.0 0.0 0.6875 0.9961575408261287 0.0 0.7258064516129032 0.34210526315789475,1007878.7577106054,0.0,725,9 2 601 8021 0 2077 -53,1.0 0.0 0.8333333333333334 0.9961575408261287 0.0 1.0 0.13157894736842105,1009339.6224531068,0.0,660,9 2 595 8025 0 2072 -48,1.0 0.0 0.7083333333333334 1.0 0.0 0.9193548387096774 0.2631578947368421,1008092.7900396151,0.0,695
